start_minute_utc,end_minute_utc,start_minute_local,end_minute_local,display_timezone,zero_minutes
2026-05-25 18:34:00+00:00,2026-05-25 18:48:00+00:00,05-25 20:34,05-25 20:48,Europe/Berlin,15
